id,Csplus_location,day,block,block_type,trial,rating,trial_type
02BM,head,2,3,test,70,-10,CSminus_USlow
02BM,head,2,3,test,71,-10,CSminus_USlow
02BM,head,2,3,test,72,-50,UStest_only
02BM,head,2,3,test,73,-20,CSminus_UStest
02BM,head,2,3,test,74,5,CSplus_UShigh
02BM,head,2,3,test,75,-30,CSminus_only
02BM,head,2,3,test,76,-10,CSminus_UStest
02BM,head,2,3,test,77,10,CSplus_UStest
02BM,head,2,3,test,78,-10,CSminus_USlow
02BM,head,2,3,test,79,-35,CSplus_only
02BM,head,2,3,test,80,-15,CSplus_UStest
02BM,head,2,3,test,81,5,CSplus_UShigh
02BM,head,2,3,test,82,10,CSplus_UShigh
02BM,head,2,3,test,83,5,CSminus_UStest
02BM,head,2,3,test,84,-5,CSminus_USlow
02BM,head,2,3,test,85,-5,CSminus_USlow
02BM,head,2,3,test,86,-20,CSplus_UStest
02BM,head,2,3,test,87,-20,CSminus_UStest
02BM,head,2,3,test,88,10,CSplus_UShigh
02BM,head,2,3,test,89,5,CSplus_UShigh
02BM,head,2,3,test,90,-5,UStest_only
02BM,head,2,3,test,91,-30,CSplus_UStest
02BM,head,2,3,test,92,-30,CSminus_USlow
02BM,head,2,3,test,93,-40,UStest_only
02BM,head,2,3,test,94,-35,CSminus_only
02BM,head,2,3,test,95,-30,CSplus_only
02BM,head,2,3,test,96,2,CSplus_UShigh
02BM,head,2,3,test,97,-30,CSminus_USlow
02BM,head,2,3,test,98,5,CSplus_UShigh
02BM,head,2,3,test,99,-10,CSminus_USlow
02BM,head,2,3,test,100,-10,CSplus_UStest
02BM,head,2,3,test,101,-40,UStest_only
02BM,head,2,3,test,102,-30,CSminus_UStest
02BM,head,2,3,test,103,5,CSplus_UShigh
02BM,head,2,3,test,104,-10,CSminus_USlow
02BM,head,2,4,test,105,-35,CSminus_only
02BM,head,2,4,test,106,-50,UStest_only
02BM,head,2,4,test,107,5,CSplus_UShigh
02BM,head,2,4,test,108,-30,CSplus_only
02BM,head,2,4,test,109,5,CSplus_UShigh
02BM,head,2,4,test,110,-5,CSplus_UShigh
02BM,head,2,4,test,111,-40,CSminus_only
02BM,head,2,4,test,112,-30,CSminus_USlow
02BM,head,2,4,test,113,-30,CSplus_only
02BM,head,2,4,test,114,-40,UStest_only
02BM,head,2,4,test,115,8,CSplus_UShigh
02BM,head,2,4,test,116,-25,CSminus_USlow
02BM,head,2,4,test,117,-35,CSminus_UStest
02BM,head,2,4,test,118,-25,CSminus_USlow
02BM,head,2,4,test,119,-40,UStest_only
02BM,head,2,4,test,120,-5,CSplus_UShigh
02BM,head,2,4,test,121,-10,CSplus_UStest
02BM,head,2,4,test,122,-30,CSminus_only
02BM,head,2,4,test,123,5,CSminus_UStest
02BM,head,2,4,test,124,-10,CSminus_USlow
02BM,head,2,4,test,125,-20,CSminus_USlow
02BM,head,2,4,test,126,-45,UStest_only
02BM,head,2,4,test,127,-15,CSplus_UStest
02BM,head,2,4,test,128,5,CSminus_UStest
02BM,head,2,4,test,129,-5,CSplus_UShigh
02BM,head,2,4,test,130,-25,CSminus_USlow
02BM,head,2,4,test,131,-5,CSplus_UShigh
02BM,head,2,4,test,132,5,CSplus_UShigh
02BM,head,2,4,test,133,-30,CSminus_UStest
02BM,head,2,4,test,134,-10,CSplus_UStest
02BM,head,2,4,test,135,-15,CSminus_USlow
02BM,head,2,4,test,136,-10,CSminus_USlow
02BM,head,2,4,test,137,-10,CSplus_UShigh
02BM,head,2,4,test,138,-10,CSminus_USlow
02BM,head,2,4,test,139,-5,CSplus_UShigh
02BM,head,2,4,test,140,-5,CSminus_UStest
02BM,head,2,4,test,141,-10,CSplus_UStest
02BM,head,2,4,test,142,-30,CSminus_USlow
02BM,head,2,4,test,143,-35,CSplus_only
02BM,head,2,4,test,144,-5,CSplus_UStest
03CF,feet,1,1,baseline,1,-10,CSplus_only
03CF,feet,1,1,baseline,2,-5,CSplus_only
03CF,feet,1,1,baseline,3,-10,CSminus_only
03CF,feet,1,1,baseline,4,-5,CSplus_only
03CF,feet,1,1,baseline,5,-10,CSminus_only
03CF,feet,1,1,baseline,6,-5,CSplus_only
03CF,feet,1,1,baseline,7,-6,CSplus_only
03CF,feet,1,1,baseline,8,-15,CSminus_only
03CF,feet,1,1,baseline,9,-15,CSminus_only
03CF,feet,1,1,baseline,10,-15,CSminus_only
03CF,feet,1,2,acquisition,11,-5,CSminus_USlow
03CF,feet,1,2,acquisition,12,5,CSplus_UShigh
03CF,feet,1,2,acquisition,13,3,CSplus_UShigh
03CF,feet,1,2,acquisition,14,8,CSplus_UShigh
03CF,feet,1,2,acquisition,15,2,CSminus_USlow
03CF,feet,1,2,acquisition,16,-10,CSminus_USlow
03CF,feet,1,2,acquisition,17,10,CSplus_UShigh
03CF,feet,1,2,acquisition,18,-5,CSminus_USlow
03CF,feet,1,2,acquisition,19,10,CSplus_UShigh
03CF,feet,1,2,acquisition,20,-5,CSminus_USlow
03CF,feet,1,2,acquisition,21,-5,CSminus_USlow
03CF,feet,1,2,acquisition,22,10,CSplus_UShigh
03CF,feet,1,2,acquisition,23,5,CSplus_UShigh
03CF,feet,1,2,acquisition,24,5,CSplus_UShigh
03CF,feet,1,2,acquisition,25,-5,CSminus_USlow
03CF,feet,1,2,acquisition,26,-10,CSminus_USlow
03CF,feet,1,2,acquisition,27,1,CSminus_USlow
03CF,feet,1,2,acquisition,28,3,CSplus_UShigh
03CF,feet,1,2,acquisition,29,-5,CSminus_USlow
03CF,feet,1,2,acquisition,30,6,CSplus_UShigh
03CF,feet,1,2,acquisition,31,-10,CSminus_USlow
03CF,feet,1,2,acquisition,32,6,CSplus_UShigh
03CF,feet,1,2,acquisition,33,5,CSplus_UShigh
03CF,feet,1,2,acquisition,34,-10,CSminus_USlow
03CF,feet,1,3,test,35,-15,CSplus_only
03CF,feet,1,3,test,36,-2,UStest_only
03CF,feet,1,3,test,37,-15,CSminus_USlow
03CF,feet,1,3,test,38,-20,CSminus_only
03CF,feet,1,3,test,39,-10,CSminus_USlow
03CF,feet,1,3,test,40,-5,CSminus_USlow
03CF,feet,1,3,test,41,-15,CSplus_only
03CF,feet,1,3,test,42,10,CSplus_UShigh
03CF,feet,1,3,test,43,-30,CSminus_only
03CF,feet,1,3,test,44,-5,UStest_only
03CF,feet,1,3,test,45,-8,CSminus_USlow
03CF,feet,1,3,test,46,3,CSplus_UShigh
03CF,feet,1,3,test,47,2,CSplus_UStest
03CF,feet,1,3,test,48,10,CSplus_UShigh
03CF,feet,1,3,test,49,-3,UStest_only
03CF,feet,1,3,test,50,-10,CSminus_USlow
03CF,feet,1,3,test,51,3,CSminus_UStest
03CF,feet,1,3,test,52,-20,CSplus_only
03CF,feet,1,3,test,53,3,CSplus_UStest
03CF,feet,1,3,test,54,5,CSplus_UShigh
03CF,feet,1,3,test,55,5,CSplus_UShigh
03CF,feet,1,3,test,56,-3,UStest_only
03CF,feet,1,3,test,57,-5,CSminus_UStest
03CF,feet,1,3,test,58,3,CSplus_UStest
03CF,feet,1,3,test,59,-5,CSminus_USlow
03CF,feet,1,3,test,60,10,CSplus_UShigh
03CF,feet,1,3,test,61,2,CSminus_USlow
03CF,feet,1,3,test,62,-10,CSminus_USlow
03CF,feet,1,3,test,63,5,CSplus_UStest
03CF,feet,1,3,test,64,-3,CSminus_UStest
03CF,feet,1,3,test,65,5,CSplus_UShigh
03CF,feet,1,3,test,66,5,CSplus_UShigh
03CF,feet,1,3,test,67,-5,CSminus_USlow
03CF,feet,1,3,test,68,12,CSplus_UShigh
03CF,feet,1,3,test,69,-10,CSminus_USlow
03CF,feet,1,3,test,70,5,CSplus_UStest
03CF,feet,1,3,test,71,-5,CSminus_UStest
03CF,feet,1,3,test,72,5,CSplus_UShigh
03CF,feet,1,3,test,73,-20,CSminus_only
03CF,feet,1,3,test,74,2,CSminus_UStest
03CF,feet,1,4,test,75,-15,CSminus_only
03CF,feet,1,4,test,76,-5,CSminus_USlow
03CF,feet,1,4,test,77,5,CSplus_UShigh
03CF,feet,1,4,test,78,-3,CSminus_USlow
03CF,feet,1,4,test,79,-10,CSplus_only
03CF,feet,1,4,test,80,10,CSplus_UShigh
03CF,feet,1,4,test,81,5,CSplus_UShigh
03CF,feet,1,4,test,82,-40,UStest_only
03CF,feet,1,4,test,83,2,CSplus_UStest
03CF,feet,1,4,test,84,-5,CSminus_USlow
03CF,feet,1,4,test,85,-20,CSplus_only
03CF,feet,1,4,test,86,5,CSplus_UStest
03CF,feet,1,4,test,87,2,CSminus_UStest
03CF,feet,1,4,test,88,5,CSplus_UShigh
03CF,feet,1,4,test,89,-20,CSminus_only
03CF,feet,1,4,test,90,-10,CSminus_UStest
03CF,feet,1,4,test,91,-5,CSminus_USlow
03CF,feet,1,4,test,92,-10,CSminus_USlow
03CF,feet,1,4,test,93,5,CSplus_UStest
03CF,feet,1,4,test,94,10,CSplus_UShigh
03CF,feet,1,4,test,95,12,CSplus_UShigh
03CF,feet,1,4,test,96,5,CSminus_UStest
03CF,feet,1,4,test,97,2,CSplus_UStest
03CF,feet,1,4,test,98,-5,CSminus_USlow
03CF,feet,1,4,test,99,-3,CSminus_USlow
03CF,feet,1,4,test,100,-5,UStest_only
03CF,feet,1,4,test,101,5,CSminus_UStest
03CF,feet,1,4,test,102,7,CSplus_UShigh
03CF,feet,1,4,test,103,-2,UStest_only
03CF,feet,1,4,test,104,-15,CSplus_only
03CF,feet,1,4,test,105,-20,CSminus_only
03CF,feet,1,4,test,106,-10,CSminus_USlow
03CF,feet,1,4,test,107,10,CSplus_UShigh
03CF,feet,1,4,test,108,-5,CSminus_USlow
03CF,feet,1,4,test,109,7,CSplus_UShigh
03CF,feet,1,4,test,110,5,CSminus_UStest
03CF,feet,1,4,test,111,5,UStest_only
03CF,feet,1,4,test,112,5,CSplus_UStest
03CF,feet,1,4,test,113,-10,CSminus_USlow
03CF,feet,1,4,test,114,10,CSplus_UShigh
03CF,feet,1,5,test,115,3,CSminus_UStest
03CF,feet,1,5,test,116,6,CSplus_UShigh
03CF,feet,1,5,test,117,-5,CSminus_UStest
03CF,feet,1,5,test,118,-3,UStest_only
03CF,feet,1,5,test,119,5,CSminus_UStest
03CF,feet,1,5,test,120,5,CSplus_UStest
03CF,feet,1,5,test,121,-5,CSminus_USlow
03CF,feet,1,5,test,122,-15,CSminus_only
03CF,feet,1,5,test,123,-5,UStest_only
03CF,feet,1,5,test,124,5,CSminus_UStest
03CF,feet,1,5,test,125,-10,CSminus_USlow
03CF,feet,1,5,test,126,15,CSplus_UShigh
03CF,feet,1,5,test,127,3,CSminus_USlow
03CF,feet,1,5,test,128,1,CSplus_UStest
03CF,feet,1,5,test,129,6,CSplus_UShigh
03CF,feet,1,5,test,130,4,CSplus_UStest
03CF,feet,1,5,test,131,2,UStest_only
03CF,feet,1,5,test,132,10,CSplus_UShigh
03CF,feet,1,5,test,133,15,CSplus_UShigh
03CF,feet,1,5,test,134,-8,CSplus_only
03CF,feet,1,5,test,135,-5,CSminus_USlow
03CF,feet,1,5,test,136,-20,CSplus_only
03CF,feet,1,5,test,137,-5,CSminus_USlow
03CF,feet,1,5,test,138,-5,CSminus_USlow
03CF,feet,1,5,test,139,-25,CSminus_only
03CF,feet,1,5,test,140,-5,CSplus_UStest
03CF,feet,1,5,test,141,5,CSplus_UShigh
03CF,feet,1,5,test,142,3,CSminus_USlow
03CF,feet,1,5,test,143,8,CSplus_UShigh
03CF,feet,1,5,test,144,12,CSplus_UShigh
03CF,feet,1,5,test,145,-10,CSminus_USlow
03CF,feet,1,5,test,146,3,CSminus_UStest
03CF,feet,1,5,test,147,2,CSminus_USlow
03CF,feet,1,5,test,148,-15,CSminus_only
03CF,feet,1,5,test,149,3,UStest_only
03CF,feet,1,5,test,150,-20,CSplus_only
03CF,feet,1,5,test,151,10,CSplus_UShigh
03CF,feet,1,5,test,152,5,CSplus_UStest
03CF,feet,1,5,test,153,-2,CSminus_USlow
03CF,feet,1,5,test,154,6,CSplus_UShigh
03CF,feet,2,1,acquisition,1,8,CSplus_UShigh
03CF,feet,2,1,acquisition,2,-5,CSminus_USlow
03CF,feet,2,1,acquisition,3,2,CSminus_USlow
03CF,feet,2,1,acquisition,4,10,CSplus_UShigh
03CF,feet,2,1,acquisition,5,12,CSplus_UShigh
03CF,feet,2,1,acquisition,6,3,CSminus_USlow
03CF,feet,2,1,acquisition,7,5,CSplus_UShigh
03CF,feet,2,1,acquisition,8,8,CSplus_UShigh
03CF,feet,2,1,acquisition,9,10,CSplus_UShigh
03CF,feet,2,1,acquisition,10,-5,CSminus_USlow
03CF,feet,2,1,acquisition,11,-5,CSminus_USlow
03CF,feet,2,1,acquisition,12,-6,CSminus_USlow
03CF,feet,2,1,acquisition,13,5,CSplus_UShigh
03CF,feet,2,1,acquisition,14,-12,CSminus_USlow
03CF,feet,2,1,acquisition,15,-1,CSminus_USlow
03CF,feet,2,1,acquisition,16,10,CSplus_UShigh
03CF,feet,2,1,acquisition,17,3,CSminus_USlow
03CF,feet,2,1,acquisition,18,-5,CSminus_USlow
03CF,feet,2,1,acquisition,19,7,CSplus_UShigh
03CF,feet,2,1,acquisition,20,-1,CSminus_USlow
03CF,feet,2,1,acquisition,21,10,CSplus_UShigh
03CF,feet,2,1,acquisition,22,13,CSplus_UShigh
03CF,feet,2,1,acquisition,23,5,CSminus_USlow
03CF,feet,2,1,acquisition,24,6,CSplus_UShigh
03CF,feet,2,2,test,25,-15,CSminus_only
03CF,feet,2,2,test,26,-5,CSminus_USlow
03CF,feet,2,2,test,27,5,CSplus_UShigh
03CF,feet,2,2,test,28,-6,CSminus_USlow
03CF,feet,2,2,test,29,-20,CSplus_only
03CF,feet,2,2,test,30,5,CSplus_UShigh
03CF,feet,2,2,test,31,8,CSplus_UShigh
03CF,feet,2,2,test,32,-40,UStest_only
03CF,feet,2,2,test,33,-15,CSminus_only
03CF,feet,2,2,test,34,-5,CSminus_USlow
03CF,feet,2,2,test,35,5,CSplus_UShigh
03CF,feet,2,2,test,36,-6,CSminus_USlow
03CF,feet,2,2,test,37,-20,CSplus_only
03CF,feet,2,2,test,38,5,CSplus_UShigh
03CF,feet,2,2,test,39,8,CSplus_UShigh
03CF,feet,2,2,test,40,-40,UStest_only
03CF,feet,2,2,test,41,-8,CSminus_USlow
03CF,feet,2,2,test,42,-3,CSminus_USlow
03CF,feet,2,2,test,43,3,CSplus_UStest
03CF,feet,2,2,test,44,10,CSplus_UShigh
03CF,feet,2,2,test,45,-1,CSplus_UShigh
03CF,feet,2,2,test,46,-1,CSminus_UStest
03CF,feet,2,2,test,47,5,CSplus_UStest
03CF,feet,2,2,test,48,-4,CSminus_USlow
03CF,feet,2,2,test,49,-2,CSminus_USlow
03CF,feet,2,2,test,50,-3,UStest_only
03CF,feet,2,2,test,51,5,CSminus_UStest
03CF,feet,2,2,test,52,10,CSplus_UShigh
03CF,feet,2,2,test,53,2,UStest_only
03CF,feet,2,2,test,54,-20,CSplus_only
03CF,feet,2,2,test,55,-15,CSminus_only
03CF,feet,2,2,test,56,-3,CSminus_USlow
03CF,feet,2,2,test,57,6,CSplus_UShigh
03CF,feet,2,2,test,58,-3,CSminus_USlow
03CF,feet,2,2,test,59,10,CSplus_UShigh
03CF,feet,2,2,test,60,-5,CSminus_UStest
03CF,feet,2,2,test,61,2,UStest_only
03CF,feet,2,2,test,62,5,CSplus_UStest
03CF,feet,2,2,test,63,-10,CSminus_USlow
03CF,feet,2,2,test,64,6,CSplus_UShigh
03CF,feet,2,3,test,65,-20,CSplus_only
03CF,feet,2,3,test,66,-10,UStest_only
03CF,feet,2,3,test,67,-20,CSminus_USlow
03CF,feet,2,3,test,68,-20,CSminus_only
03CF,feet,2,3,test,69,-10,CSminus_USlow
03CF,feet,2,3,test,70,-10,CSminus_USlow
03CF,feet,2,3,test,71,-15,CSplus_only
03CF,feet,2,3,test,72,5,CSplus_UShigh
03CF,feet,2,3,test,73,-20,CSminus_only
03CF,feet,2,3,test,74,-5,UStest_only
03CF,feet,2,3,test,75,2,CSminus_USlow
03CF,feet,2,3,test,76,10,CSplus_UShigh
03CF,feet,2,3,test,77,5,CSplus_UStest
03CF,feet,2,3,test,78,10,CSplus_UShigh
03CF,feet,2,3,test,79,-5,UStest_only
03CF,feet,2,3,test,80,-6,CSminus_USlow
03CF,feet,2,3,test,81,-10,CSminus_UStest
03CF,feet,2,3,test,82,-20,CSplus_only
03CF,feet,2,3,test,83,3,CSplus_UStest
03CF,feet,2,3,test,84,6,CSplus_UShigh
03CF,feet,2,3,test,85,10,CSplus_UShigh
03CF,feet,2,3,test,86,3,UStest_only
03CF,feet,2,3,test,87,2,CSminus_UStest
03CF,feet,2,3,test,88,4,CSplus_UStest
03CF,feet,2,3,test,89,-25,CSminus_USlow
03CF,feet,2,3,test,90,7,CSplus_UShigh
03CF,feet,2,3,test,91,-5,CSminus_USlow
03CF,feet,2,3,test,92,-7,CSminus_USlow
03CF,feet,2,3,test,93,4,CSplus_UStest
03CF,feet,2,3,test,94,1,CSminus_UStest
03CF,feet,2,3,test,95,10,CSplus_UShigh
03CF,feet,2,3,test,96,12,CSplus_UShigh
03CF,feet,2,3,test,97,-4,CSminus_USlow
03CF,feet,2,3,test,98,6,CSplus_UShigh
03CF,feet,2,3,test,99,-8,CSminus_USlow
03CF,feet,2,3,test,100,3,CSplus_UStest
03CF,feet,2,3,test,101,1,CSminus_UStest
03CF,feet,2,3,test,102,-1,CSplus_UShigh
03CF,feet,2,3,test,103,-15,CSminus_only
03CF,feet,2,3,test,104,-5,CSminus_UStest
03CF,feet,2,4,test,105,3,CSminus_UStest
03CF,feet,2,4,test,106,8,CSplus_UShigh
03CF,feet,2,4,test,107,2,CSminus_UStest
03CF,feet,2,4,test,108,-10,UStest_only
03CF,feet,2,4,test,109,5,CSminus_UStest
03CF,feet,2,4,test,110,-5,CSplus_UStest
03CF,feet,2,4,test,111,-20,CSminus_USlow
03CF,feet,2,4,test,112,-20,CSminus_only
03CF,feet,2,4,test,113,-10,UStest_only
03CF,feet,2,4,test,114,-15,CSminus_UStest
03CF,feet,2,4,test,115,-5,CSminus_USlow
03CF,feet,2,4,test,116,10,CSplus_UShigh
03CF,feet,2,4,test,117,-8,CSminus_USlow
03CF,feet,2,4,test,118,5,CSplus_UStest
03CF,feet,2,4,test,119,8,CSplus_UShigh
03CF,feet,2,4,test,120,5,CSplus_UStest
03CF,feet,2,4,test,121,-10,UStest_only
03CF,feet,2,4,test,122,7,CSplus_UShigh
03CF,feet,2,4,test,123,5,CSplus_UShigh
03CF,feet,2,4,test,124,-10,CSplus_only
03CF,feet,2,4,test,125,-20,CSminus_USlow
03CF,feet,2,4,test,126,-18,CSplus_only
03CF,feet,2,4,test,127,-1,CSminus_USlow
03CF,feet,2,4,test,128,-4,CSminus_USlow
03CF,feet,2,4,test,129,-15,CSminus_only
03CF,feet,2,4,test,130,8,CSplus_UStest
03CF,feet,2,4,test,131,15,CSplus_UShigh
03CF,feet,2,4,test,132,-5,CSminus_USlow
03CF,feet,2,4,test,133,5,CSplus_UShigh
03CF,feet,2,4,test,134,6,CSplus_UShigh
03CF,feet,2,4,test,135,-10,CSminus_USlow
03CF,feet,2,4,test,136,1,CSminus_UStest
03CF,feet,2,4,test,137,-4,CSminus_USlow
03CF,feet,2,4,test,138,-25,CSminus_only
03CF,feet,2,4,test,139,3,UStest_only
03CF,feet,2,4,test,140,-10,CSplus_only
03CF,feet,2,4,test,141,10,CSplus_UShigh
03CF,feet,2,4,test,142,2,CSplus_UStest
03CF,feet,2,4,test,143,-25,CSminus_USlow
03CF,feet,2,4,test,144,15,CSplus_UShigh
04WW,head,1,1,baseline,1,-40,CSplus_only
04WW,head,1,1,baseline,2,-40,CSminus_only
04WW,head,1,1,baseline,3,-35,CSplus_only
04WW,head,1,1,baseline,4,-45,CSminus_only
04WW,head,1,1,baseline,5,-45,CSminus_only
04WW,head,1,1,baseline,6,-45,CSplus_only
04WW,head,1,1,baseline,7,-45,CSminus_only
04WW,head,1,1,baseline,8,-45,CSplus_only
04WW,head,1,1,baseline,9,-45,CSminus_only
04WW,head,1,1,baseline,10,-45,CSplus_only
04WW,head,1,2,acquisition,11,-40,CSminus_USlow
04WW,head,1,2,acquisition,12,20,CSplus_UShigh
04WW,head,1,2,acquisition,13,25,CSplus_UShigh
04WW,head,1,2,acquisition,14,-40,CSminus_USlow
04WW,head,1,2,acquisition,15,-30,CSminus_USlow
04WW,head,1,2,acquisition,16,15,CSplus_UShigh
04WW,head,1,2,acquisition,17,-30,CSminus_USlow
04WW,head,1,2,acquisition,18,-37,CSminus_USlow
04WW,head,1,2,acquisition,19,-40,CSminus_USlow
04WW,head,1,2,acquisition,20,20,CSplus_UShigh
04WW,head,1,2,acquisition,21,25,CSplus_UShigh
04WW,head,1,2,acquisition,22,15,CSplus_UShigh
04WW,head,1,2,acquisition,23,-30,CSminus_USlow
04WW,head,1,2,acquisition,24,35,CSplus_UShigh
04WW,head,1,2,acquisition,25,25,CSplus_UShigh
04WW,head,1,2,acquisition,26,-30,CSminus_USlow
04WW,head,1,2,acquisition,27,30,CSplus_UShigh
04WW,head,1,2,acquisition,28,-20,CSplus_UShigh
04WW,head,1,2,acquisition,29,-35,CSminus_USlow
04WW,head,1,2,acquisition,30,20,CSplus_UShigh
04WW,head,1,2,acquisition,31,-30,CSminus_USlow
04WW,head,1,2,acquisition,32,-20,CSminus_USlow
04WW,head,1,2,acquisition,33,15,CSplus_UShigh
04WW,head,1,2,acquisition,34,-25,CSminus_USlow
04WW,head,1,3,test,35,-35,CSplus_only
04WW,head,1,3,test,36,35,CSplus_UShigh
04WW,head,1,3,test,37,-25,CSminus_USlow
04WW,head,1,3,test,38,30,CSplus_UShigh
04WW,head,1,3,test,39,-35,CSminus_only
04WW,head,1,3,test,40,15,CSminus_USlow
04WW,head,1,3,test,41,-35,CSminus_USlow
04WW,head,1,3,test,42,30,UStest_only
04WW,head,1,3,test,43,25,CSminus_UStest
04WW,head,1,3,test,44,40,CSplus_UShigh
04WW,head,1,3,test,45,-35,CSminus_only
04WW,head,1,3,test,46,30,CSminus_UStest
04WW,head,1,3,test,47,35,CSplus_UStest
04WW,head,1,3,test,48,15,CSminus_USlow
04WW,head,1,3,test,49,-35,CSplus_only
04WW,head,1,3,test,50,35,CSplus_UStest
04WW,head,1,3,test,51,35,CSplus_UShigh
04WW,head,1,3,test,52,20,CSplus_UShigh
04WW,head,1,3,test,53,25,CSminus_UStest
04WW,head,1,3,test,54,-30,CSminus_USlow
04WW,head,1,3,test,55,15,CSminus_USlow
04WW,head,1,3,test,56,15,CSplus_UStest
04WW,head,1,3,test,57,20,CSminus_UStest
04WW,head,1,3,test,58,35,CSplus_UShigh
04WW,head,1,3,test,59,35,CSplus_UShigh
04WW,head,1,3,test,60,35,UStest_only
04WW,head,1,3,test,61,27,CSplus_UStest
04WW,head,1,3,test,62,-35,CSminus_USlow
04WW,head,1,3,test,63,10,UStest_only
04WW,head,1,3,test,64,-35,CSminus_only
04WW,head,1,3,test,65,-30,CSplus_only
04WW,head,1,3,test,66,30,CSplus_UShigh
04WW,head,1,3,test,67,15,CSminus_USlow
04WW,head,1,3,test,68,35,CSplus_UShigh
04WW,head,1,3,test,69,10,CSminus_USlow
04WW,head,1,3,test,70,30,CSplus_UStest
04WW,head,1,3,test,71,35,UStest_only
04WW,head,1,3,test,72,20,CSminus_UStest
04WW,head,1,3,test,73,40,CSplus_UShigh
04WW,head,1,3,test,74,10,CSminus_USlow
04WW,head,1,4,test,75,10,CSplus_UStest
04WW,head,1,4,test,76,-5,CSminus_USlow
04WW,head,1,4,test,77,15,CSplus_UStest
04WW,head,1,4,test,78,20,UStest_only
04WW,head,1,4,test,79,25,CSplus_UStest
04WW,head,1,4,test,80,5,CSminus_UStest
04WW,head,1,4,test,81,38,CSplus_UShigh
04WW,head,1,4,test,82,-40,CSplus_only
04WW,head,1,4,test,83,10,UStest_only
04WW,head,1,4,test,84,12,CSplus_UStest
04WW,head,1,4,test,85,35,CSplus_UShigh
04WW,head,1,4,test,86,-25,CSminus_USlow
04WW,head,1,4,test,87,35,CSplus_UShigh
04WW,head,1,4,test,88,-20,CSminus_UStest
04WW,head,1,4,test,89,-20,CSminus_USlow
04WW,head,1,4,test,90,-25,CSminus_UStest
04WW,head,1,4,test,91,5,UStest_only
04WW,head,1,4,test,92,-30,CSminus_USlow
04WW,head,1,4,test,93,-30,CSminus_USlow
04WW,head,1,4,test,94,-35,CSminus_only
04WW,head,1,4,test,95,30,CSplus_UShigh
04WW,head,1,4,test,96,-30,CSminus_only
04WW,head,1,4,test,97,35,CSplus_UShigh
04WW,head,1,4,test,98,35,CSplus_UShigh
04WW,head,1,4,test,99,-30,CSplus_only
04WW,head,1,4,test,100,-35,CSminus_UStest
04WW,head,1,4,test,101,25,CSminus_USlow
04WW,head,1,4,test,102,25,CSplus_UShigh
04WW,head,1,4,test,103,-35,CSminus_USlow
04WW,head,1,4,test,104,-40,CSminus_USlow
04WW,head,1,4,test,105,15,CSplus_UShigh
04WW,head,1,4,test,106,10,CSplus_UStest
04WW,head,1,4,test,107,25,CSplus_UShigh
04WW,head,1,4,test,108,-35,CSplus_only
04WW,head,1,4,test,109,15,UStest_only
04WW,head,1,4,test,110,-40,CSminus_only
04WW,head,1,4,test,111,20,CSminus_USlow
04WW,head,1,4,test,112,10,CSminus_UStest
04WW,head,1,4,test,113,30,CSplus_UShigh
04WW,head,1,4,test,114,5,CSminus_USlow
04WW,head,1,5,test,115,-35,CSminus_only
04WW,head,1,5,test,116,5,UStest_only
04WW,head,1,5,test,117,35,CSplus_UShigh
04WW,head,1,5,test,118,-15,CSplus_only
04WW,head,1,5,test,119,38,CSplus_UShigh
04WW,head,1,5,test,120,30,CSplus_UShigh
04WW,head,1,5,test,121,-35,CSminus_only
04WW,head,1,5,test,122,10,CSminus_USlow
04WW,head,1,5,test,123,-35,CSplus_only
04WW,head,1,5,test,124,10,UStest_only
04WW,head,1,5,test,125,35,CSplus_UShigh
04WW,head,1,5,test,126,10,CSminus_USlow
04WW,head,1,5,test,127,10,CSminus_UStest
04WW,head,1,5,test,128,-10,CSminus_USlow
04WW,head,1,5,test,129,10,UStest_only
04WW,head,1,5,test,130,38,CSplus_UShigh
04WW,head,1,5,test,131,7,CSplus_UStest
04WW,head,1,5,test,132,-35,CSminus_only
04WW,head,1,5,test,133,10,CSminus_UStest
04WW,head,1,5,test,134,5,CSminus_USlow
04WW,head,1,5,test,135,-10,CSminus_USlow
04WW,head,1,5,test,136,3,UStest_only
04WW,head,1,5,test,137,5,CSplus_UStest
04WW,head,1,5,test,138,-10,CSminus_UStest
04WW,head,1,5,test,139,35,CSplus_UShigh
04WW,head,1,5,test,140,-10,CSminus_USlow
04WW,head,1,5,test,141,40,CSplus_UShigh
04WW,head,1,5,test,142,40,CSplus_UShigh
04WW,head,1,5,test,143,10,CSminus_UStest
04WW,head,1,5,test,144,20,CSplus_UStest
04WW,head,1,5,test,145,25,CSminus_USlow
04WW,head,1,5,test,146,10,CSminus_USlow
04WW,head,1,5,test,147,35,CSplus_UShigh
04WW,head,1,5,test,148,-35,CSminus_USlow
04WW,head,1,5,test,149,35,CSplus_UShigh
04WW,head,1,5,test,150,-10,CSminus_UStest
04WW,head,1,5,test,151,5,CSplus_UStest
04WW,head,1,5,test,152,-35,CSminus_USlow
04WW,head,1,5,test,153,-40,CSplus_only
04WW,head,1,5,test,154,10,CSplus_UStest
04WW,head,2,1,acquisition,1,-30,CSminus_USlow
04WW,head,2,1,acquisition,2,20,CSplus_UShigh
04WW,head,2,1,acquisition,3,-25,CSminus_USlow
04WW,head,2,1,acquisition,4,30,CSplus_UShigh
