version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	is_CSplus	is_CSmin	do_tactor1	do_tactor2	do_tactor3	do_pulse1	do_pulse3	do_pulse5	phase	rating	button	rating_time	button_time	
22261	Mon May 08 14:42:27 2017	2	1	24::12	2263.71		0	1	0	1	0	0	0	0	baseline	-4	2	3370	5353	
22261	Mon May 08 14:42:41 2017	2	2	24::12	2263.71		1	0	1	0	0	0	0	0	baseline	-2	1	5923	7634	
22261	Mon May 08 14:42:55 2017	2	3	24::12	2263.71		0	1	0	1	0	0	0	0	baseline	-4	2	3581	4828	
22261	Mon May 08 14:43:09 2017	2	4	24::12	2263.71		0	1	0	1	0	0	0	0	baseline	-4	2	2872	4143	
22261	Mon May 08 14:43:24 2017	2	5	24::12	2263.71		1	0	1	0	0	0	0	0	baseline	-8	1	2274	3713	
22261	Mon May 08 14:43:39 2017	2	6	24::12	2263.71		1	0	1	0	0	0	0	0	baseline	-2	1	3339	4474	
22261	Mon May 08 14:43:52 2017	2	7	24::12	2263.71		0	1	0	1	0	0	0	0	baseline	-3	2	2744	3903	
22261	Mon May 08 14:44:04 2017	2	8	24::12	2263.71		1	0	1	0	0	0	0	0	baseline	-10	1	2888	4111	
22261	Mon May 08 14:44:17 2017	2	9	24::12	2263.71		0	1	0	1	0	0	0	0	baseline	-6	2	2063	3142	
22261	Mon May 08 14:44:29 2017	2	10	24::12	2263.71		1	0	1	0	0	0	0	0	baseline	-11	1	2326	4141	
22261	Mon May 08 14:44:55 2017	4	1	24::12	2263.71		0	1	0	1	0	1	0	0	acq	0	2	3065	5496	
22261	Mon May 08 14:45:08 2017	4	2	24::12	2263.71		1	0	1	0	0	0	0	1	acq	0	1	2990	4437	
22261	Mon May 08 14:45:21 2017	4	3	24::12	2263.71		0	1	0	1	0	1	0	0	acq	0	2	2661	4116	
22261	Mon May 08 14:45:35 2017	4	4	24::12	2263.71		1	0	1	0	0	0	0	1	acq	1	1	3454	4813	
22261	Mon May 08 14:45:49 2017	4	5	24::12	2263.71		0	1	0	1	0	1	0	0	acq	0	2	3077	3972	
22261	Mon May 08 14:46:02 2017	4	6	24::12	2263.71		1	0	1	0	0	0	0	1	acq	1	1	2532	4179	
22261	Mon May 08 14:46:15 2017	4	7	24::12	2263.71		0	1	0	1	0	1	0	0	acq	1	2	3387	4410	
22261	Mon May 08 14:46:30 2017	4	8	24::12	2263.71		1	0	1	0	0	0	0	1	acq	5	1	1912	3271	
22261	Mon May 08 14:48:25 2017	7	1	25::13	2263.71		1	0	1	0	0	0	0	1	acq	13	1	2640	4367	
22261	Mon May 08 14:48:40 2017	7	2	24::12	2263.71		1	0	1	0	0	0	0	1	acq	13	1	4829	6292	
22261	Mon May 08 14:48:54 2017	7	3	24::12	2263.71		0	1	0	1	0	1	0	0	acq	3	2	4493	6100	
22261	Mon May 08 14:49:06 2017	7	4	24::12	2263.71		0	1	0	1	0	1	0	0	acq	6	2	2685	4052	
22261	Mon May 08 14:49:19 2017	7	5	24::12	2263.71		1	0	1	0	0	0	0	1	acq	6	1	3277	4428	
22261	Mon May 08 14:49:32 2017	7	6	24::12	2263.71		0	1	0	1	0	1	0	0	acq	3	2	3029	4123	
22261	Mon May 08 14:49:46 2017	7	7	24::12	2263.71		1	0	1	0	0	0	0	1	acq	11	1	3166	4373	
22261	Mon May 08 14:50:01 2017	7	8	24::12	2263.71		0	1	0	1	0	1	0	0	acq	6	2	2539	3642	
22261	Mon May 08 14:53:17 2017	10	1	18::12	2263.71		1	0	1	0	0	0	0	1	acq	20	1	4473	5752	
22261	Mon May 08 14:53:29 2017	10	2	24::12	2263.71		0	1	0	1	0	1	0	0	acq	4	2	2115	3258	
22261	Mon May 08 14:53:42 2017	10	3	24::12	2263.71		0	1	0	1	0	1	0	0	acq	4	2	2174	3236	
22261	Mon May 08 14:53:54 2017	10	4	24::12	2263.71		1	0	1	0	0	0	0	1	acq	11	1	2177	3680	
22261	Mon May 08 14:54:07 2017	10	5	24::12	2263.71		1	0	1	0	0	0	0	1	acq	4	2	2186	3553	
22261	Mon May 08 14:54:19 2017	10	6	24::12	2263.71		0	1	0	1	0	1	0	0	acq	0	2	4346	5705	
22261	Mon May 08 14:54:32 2017	10	7	24::12	2263.71		1	0	1	0	0	0	0	1	acq	4	1	3540	4707	
22261	Mon May 08 14:54:44 2017	10	8	24::12	2263.71		0	1	0	1	0	1	0	0	acq	0	2	2716	4259	
22261	Mon May 08 14:56:33 2017	13	1	12::6	2263.71		0	1	0	1	0	0	1	0	test	11	2	2889	4072	
22261	Mon May 08 14:56:47 2017	13	2	24::12	2263.71		0	1	0	1	0	0	0	0	test	3	2	3175	4790	
22261	Mon May 08 14:57:00 2017	13	3	24::12	2263.71		1	0	1	0	0	0	0	1	test	19	1	3219	4546	
22261	Mon May 08 14:57:13 2017	13	4	24::12	2263.71		0	1	0	1	0	0	1	0	test	9	2	2958	4053	
22261	Mon May 08 14:57:27 2017	13	5	24::12	2263.71		0	1	0	1	0	0	0	0	test	-1	2	2458	3665	
22261	Mon May 08 14:57:40 2017	13	6	24::12	2263.71		1	0	1	0	0	0	0	1	test	12	1	2238	3525	
22261	Mon May 08 14:57:54 2017	13	7	24::12	2263.71		1	0	1	0	0	0	1	0	test	7	1	2384	3735	
22261	Mon May 08 14:58:07 2017	13	8	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	4903	6206	
22261	Mon May 08 14:58:21 2017	13	9	24::12	2263.71		0	1	0	1	0	1	0	0	test	1	2	2084	2971	
22261	Mon May 08 14:58:34 2017	13	10	24::12	2263.71		1	0	1	0	0	0	1	0	test	4	1	1968	2975	
22261	Mon May 08 14:58:47 2017	13	11	24::12	2263.71		1	0	1	0	0	0	1	0	test	7	1	5286	6573	
22261	Mon May 08 14:59:00 2017	13	12	24::12	2263.71		0	1	0	1	0	0	1	0	test	3	2	3548	4355	
22261	Mon May 08 14:59:14 2017	13	13	25::13	2263.71		1	0	1	0	0	0	0	1	test	13	2	6466	8689	
22261	Mon May 08 14:59:29 2017	13	14	24::12	2263.71		1	0	1	0	0	0	0	1	test	13	1	2310	3285	
22261	Mon May 08 14:59:43 2017	13	15	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	5443	7322	
22261	Mon May 08 14:59:55 2017	13	16	24::12	2263.71		1	0	1	0	0	0	0	0	test	1	1	2276	3675	
22261	Mon May 08 15:00:09 2017	13	17	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	3426	4393	
22261	Mon May 08 15:00:21 2017	13	18	24::12	2263.71		0	1	0	1	0	0	1	0	test	2	2	2201	3224	
22261	Mon May 08 15:00:34 2017	13	19	24::12	2263.71		1	0	1	0	0	0	0	1	test	7	1	4453	5588	
22261	Mon May 08 15:00:48 2017	13	20	24::12	2263.71		1	0	1	0	0	0	0	1	test	8	1	2786	3688	
22261	Mon May 08 15:01:00 2017	13	21	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	5788	6987	
22261	Mon May 08 15:01:15 2017	13	22	24::12	2263.71		1	0	1	0	0	0	0	1	test	12	1	4674	5657	
22261	Mon May 08 15:01:28 2017	13	23	24::12	2263.71		1	0	1	0	0	0	0	1	test	15	1	2221	3732	
22261	Mon May 08 15:01:42 2017	13	24	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	3730	4769	
22261	Mon May 08 15:01:55 2017	13	25	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	2746	3689	
22261	Mon May 08 15:02:08 2017	13	26	24::12	2263.71		1	0	1	0	0	0	0	0	test	1	1	3456	4615	
22261	Mon May 08 15:02:23 2017	13	27	24::12	2263.71		0	1	0	1	0	0	1	0	test	3	2	2185	3384	
22261	Mon May 08 15:02:37 2017	13	28	24::12	2263.71		1	0	1	0	0	0	1	0	test	2	1	2349	3332	
22261	Mon May 08 15:02:52 2017	13	29	24::12	2263.71		1	0	1	0	0	0	0	1	test	9	1	4269	5708	
22261	Mon May 08 15:03:05 2017	13	30	24::12	2263.71		0	1	0	1	0	1	0	0	test	-3	2	2452	3419	
22261	Mon May 08 15:03:19 2017	13	31	24::12	2263.71		0	1	0	1	0	1	0	0	test	-2	2	4413	5460	
22261	Mon May 08 15:03:31 2017	13	32	24::12	2263.71		1	0	1	0	0	0	0	0	test	0	1	3490	4657	
22261	Mon May 08 15:03:45 2017	13	33	24::12	2263.71		0	1	0	1	0	0	0	0	test	0	2	2440	3407	
22261	Mon May 08 15:03:57 2017	13	34	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	2434	3217	
22261	Mon May 08 15:04:12 2017	13	35	24::12	2263.71		1	0	1	0	0	0	0	1	test	4	1	3140	4059	
22261	Mon May 08 15:04:26 2017	13	36	24::12	2263.71		1	0	1	0	0	0	1	0	test	1	1	2768	3775	
22261	Mon May 08 15:05:53 2017	16	1	12::6	2263.71		0	1	0	1	0	0	0	0	test	2	2	2721	4000	
22261	Mon May 08 15:06:08 2017	16	2	24::12	2263.71		0	1	0	1	0	0	0	0	test	0	2	2289	3232	
22261	Mon May 08 15:06:22 2017	16	3	24::12	2263.71		1	0	1	0	0	0	1	0	test	5	1	2450	3825	
22261	Mon May 08 15:06:36 2017	16	4	24::12	2263.71		0	1	0	1	0	1	0	0	test	-2	2	3287	5990	
22261	Mon May 08 15:06:50 2017	16	5	24::12	2263.71		1	0	1	0	0	0	0	1	test	5	1	4420	5219	
22261	Mon May 08 15:07:03 2017	16	6	24::12	2263.71		1	0	1	0	0	0	1	0	test	5	1	2599	3814	
22261	Mon May 08 15:07:17 2017	16	7	24::12	2263.71		0	1	0	1	0	0	1	0	test	1	2	3389	4436	
22261	Mon May 08 15:07:32 2017	16	8	24::12	2263.71		1	0	1	0	0	0	1	0	test	3	1	3746	5209	
22261	Mon May 08 15:07:45 2017	16	9	24::12	2263.71		1	0	1	0	0	0	0	1	test	10	1	2055	3918	
22261	Mon May 08 15:07:59 2017	16	10	24::12	2263.71		0	1	0	1	0	1	0	0	test	1	2	2713	3656	
22261	Mon May 08 15:08:11 2017	16	11	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	2389	3388	
22261	Mon May 08 15:08:25 2017	16	12	24::12	2263.71		1	0	1	0	0	0	0	1	test	9	1	2726	4125	
22261	Mon May 08 15:08:38 2017	16	13	24::12	2263.71		0	1	0	1	0	0	1	0	test	3	2	2973	3828	
22261	Mon May 08 15:08:52 2017	16	14	24::12	2263.71		1	0	1	0	0	0	0	1	test	4	2	6371	9570	
22261	Mon May 08 15:09:07 2017	16	15	24::12	2263.71		0	1	0	1	0	0	1	0	test	5	2	3947	5314	
22261	Mon May 08 15:09:22 2017	16	16	24::12	2263.71		1	0	1	0	0	0	0	0	test	-2	1	2336	3631	
22261	Mon May 08 15:09:35 2017	16	17	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	3546	4545	
22261	Mon May 08 15:09:50 2017	16	18	24::12	2263.71		1	0	1	0	0	0	0	1	test	6	1	4219	5242	
22261	Mon May 08 15:10:04 2017	16	19	24::12	2263.71		1	0	1	0	0	0	0	1	test	6	1	5550	6613	
22261	Mon May 08 15:10:17 2017	16	20	24::12	2263.71		0	1	0	1	0	0	1	0	test	4	2	4214	5205	
22261	Mon May 08 15:10:30 2017	16	21	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	2601	3576	
22261	Mon May 08 15:10:44 2017	16	22	24::12	2263.71		1	0	1	0	0	0	0	1	test	11	1	4334	6085	
22261	Mon May 08 15:10:57 2017	16	23	24::12	2263.71		0	1	0	1	0	0	1	0	test	-2	2	2905	3856	
22261	Mon May 08 15:11:11 2017	16	24	24::12	2263.71		1	0	1	0	0	0	1	0	test	2	1	2128	3071	
22261	Mon May 08 15:11:26 2017	16	25	24::12	2263.71		1	0	1	0	0	0	0	1	test	8	1	3225	4224	
22261	Mon May 08 15:11:40 2017	16	26	24::12	2263.71		0	1	0	1	0	1	0	0	test	-7	2	2428	3379	
22261	Mon May 08 15:11:55 2017	16	27	24::12	2263.71		0	1	0	1	0	1	0	0	test	-4	2	2301	3260	
22261	Mon May 08 15:12:08 2017	16	28	24::12	2263.71		1	0	1	0	0	0	0	1	test	5	1	2500	3491	
22261	Mon May 08 15:12:20 2017	16	29	24::12	2263.71		0	1	0	1	0	0	0	0	test	-3	2	2345	3152	
22261	Mon May 08 15:12:32 2017	16	30	24::12	2263.71		1	0	1	0	0	0	1	0	test	3	1	2409	3512	
22261	Mon May 08 15:12:47 2017	16	31	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	3601	4584	
22261	Mon May 08 15:12:59 2017	16	32	24::12	2263.71		1	0	1	0	0	0	0	0	test	-5	1	4557	5892	
22261	Mon May 08 15:13:14 2017	16	33	24::12	2263.71		1	0	1	0	0	0	0	0	test	-4	1	2885	3804	
22261	Mon May 08 15:13:28 2017	16	34	24::12	2263.71		0	1	0	1	0	1	0	0	test	-2	2	2436	3251	
22261	Mon May 08 15:13:41 2017	16	35	25::13	2263.71		1	0	1	0	0	0	0	1	test	9	1	3883	5250	
22261	Mon May 08 15:13:54 2017	16	36	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	2316	3411	
22261	Mon May 08 15:15:50 2017	19	1	24::12	2263.71		0	1	0	1	0	0	1	0	test	15	2	3291	4698	
22261	Mon May 08 15:16:04 2017	19	2	24::12	2263.71		0	1	0	1	0	1	0	0	test	3	2	2187	3146	
22261	Mon May 08 15:16:19 2017	19	3	24::12	2263.71		1	0	1	0	0	0	0	1	test	20	1	2212	3835	
22261	Mon May 08 15:16:33 2017	19	4	24::12	2263.71		0	1	0	1	0	0	1	0	test	3	2	2759	3838	
22261	Mon May 08 15:16:46 2017	19	5	24::12	2263.71		1	0	1	0	0	0	1	0	test	7	1	3392	4415	
22261	Mon May 08 15:17:00 2017	19	6	24::12	2263.71		0	1	0	1	0	1	0	0	test	2	2	3883	4786	
22261	Mon May 08 15:17:13 2017	19	7	24::12	2263.71		1	0	1	0	0	0	1	0	test	11	2	3363	4450	
22261	Mon May 08 15:17:27 2017	19	8	24::12	2263.71		0	1	0	1	0	0	1	0	test	12	2	2275	3217	
22261	Mon May 08 15:17:41 2017	19	9	24::12	2263.71		1	0	1	0	0	0	0	1	test	15	2	2715	4082	
22261	Mon May 08 15:17:55 2017	19	10	24::12	2263.71		1	0	1	0	0	0	0	1	test	13	1	3104	4999	
22261	Mon May 08 15:18:10 2017	19	11	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	3343	4382	
22261	Mon May 08 15:18:25 2017	19	12	24::12	2263.71		1	0	1	0	0	0	1	0	test	2	1	2615	3638	
22261	Mon May 08 15:18:37 2017	19	13	24::12	2263.71		0	1	0	1	0	1	0	0	test	-3	2	2826	3848	
22261	Mon May 08 15:18:49 2017	19	14	24::12	2263.71		1	0	1	0	0	0	0	1	test	6	1	5678	7757	
22261	Mon May 08 15:19:03 2017	19	15	24::12	2263.71		1	0	1	0	0	0	0	1	test	13	1	2351	3294	
22261	Mon May 08 15:19:17 2017	19	16	24::12	2263.71		0	1	0	1	0	0	0	0	test	-2	2	3965	4884	
22261	Mon May 08 15:19:30 2017	19	17	24::12	2263.71		0	1	0	1	0	0	1	0	test	1	2	2248	3231	
22261	Mon May 08 15:19:43 2017	19	18	24::12	2263.71		1	0	1	0	0	0	0	1	test	10	1	4225	7376	
22261	Mon May 08 15:19:57 2017	19	19	24::12	2263.71		1	0	1	0	0	0	1	0	test	3	2	3569	4304	
22261	Mon May 08 15:20:10 2017	19	20	24::12	2263.71		0	1	0	1	0	1	0	0	test	-6	2	2029	2996	
22261	Mon May 08 15:20:24 2017	19	21	24::12	2263.71		1	0	1	0	0	0	0	0	test	-1	1	4593	5976	
22261	Mon May 08 15:20:36 2017	19	22	24::12	2263.71		0	1	0	1	0	1	0	0	test	0	2	2579	3354	
22261	Mon May 08 15:20:50 2017	19	23	24::12	2263.71		0	1	0	1	0	0	0	0	test	-1	2	2606	3389	
22261	Mon May 08 15:21:03 2017	19	24	24::12	2263.71		1	0	1	0	0	0	0	1	test	20	1	2594	3817	
22261	Mon May 08 15:21:17 2017	19	25	24::12	2263.71		0	1	0	1	0	0	0	0	test	8	2	3285	4284	
22261	Mon May 08 15:21:31 2017	19	26	24::12	2263.71		1	0	1	0	0	0	1	0	test	3	1	1786	3121	
22261	Mon May 08 15:21:46 2017	19	27	24::12	2263.71		0	1	0	1	0	1	0	0	test	-1	2	2837	3612	
22261	Mon May 08 15:21:58 2017	19	28	24::12	2263.71		0	1	0	1	0	1	0	0	test	-2	2	2021	2820	
22261	Mon May 08 15:22:10 2017	19	29	24::12	2263.71		1	0	1	0	0	0	0	1	test	15	1	2585	3679	
22261	Mon May 08 15:22:22 2017	19	30	24::12	2263.71		1	0	1	0	0	0	0	1	test	5	2	2577	3432	
22261	Mon May 08 15:22:36 2017	19	31	24::12	2263.71		0	1	0	1	0	0	1	0	test	0	2	2946	3833	
22261	Mon May 08 15:22:49 2017	19	32	24::12	2263.71		1	0	1	0	0	0	0	0	test	-4	1	2673	4032	
22261	Mon May 08 15:23:03 2017	19	33	24::12	2263.71		0	1	0	1	0	1	0	0	test	-7	2	2159	3038	
22261	Mon May 08 15:23:17 2017	19	34	24::12	2263.71		1	0	1	0	0	0	0	1	test	12	1	3354	4617	
22261	Mon May 08 15:23:30 2017	19	35	24::12	2263.71		1	0	1	0	0	0	0	0	test	-3	1	2626	3585	
22261	Mon May 08 15:23:43 2017	19	36	24::12	2263.71		0	1	0	1	0	1	0	0	test	-10	2	3982	5461	
