version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	is_CSplus	is_CSmin	do_tactor1	do_tactor2	do_tactor3	do_pulse1	do_pulse3	do_pulse5	phase	rating	button	rating_time	button_time	
22261	Thu Nov 09 03:13:40 2017	2	1	6::3	3544.43		1	0	0	1	0	0	0	0	baseline	-41	2	4534	6901	
22261	Thu Nov 09 03:13:52 2017	2	2	6::3	3544.43		1	0	0	1	0	0	0	0	baseline	-35	2	2774	4189	
22261	Thu Nov 09 03:14:05 2017	2	3	6::3	3544.43		0	1	1	0	0	0	0	0	baseline	-47	1	2919	4190	
22261	Thu Nov 09 03:14:20 2017	2	4	6::3	3544.43		0	1	1	0	0	0	0	0	baseline	-47	1	2886	4101	
22261	Thu Nov 09 03:14:32 2017	2	5	6::3	3544.43		1	0	0	1	0	0	0	0	baseline	-48	2	2625	3672	
22261	Thu Nov 09 03:14:46 2017	2	6	6::3	3544.43		1	0	0	1	0	0	0	0	baseline	-45	2	1957	3244	
22261	Thu Nov 09 03:15:00 2017	2	7	6::3	3544.43		0	1	1	0	0	0	0	0	baseline	-39	1	3174	4421	
22261	Thu Nov 09 03:15:15 2017	2	8	6::3	3544.43		0	1	1	0	0	0	0	0	baseline	-44	2	2895	4678	
22261	Thu Nov 09 03:15:28 2017	2	9	6::3	3544.43		1	0	0	1	0	0	0	0	baseline	-48	2	3157	4260	
22261	Thu Nov 09 03:15:43 2017	2	10	6::3	3544.43		0	1	1	0	0	0	0	0	baseline	-45	2	4418	5425	
22261	Thu Nov 09 03:16:10 2017	4	1	6::3	3544.43		1	0	0	1	0	0	0	1	acq	-26	2	4951	6766	
22261	Thu Nov 09 03:16:24 2017	4	2	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-40	1	2224	3335	
22261	Thu Nov 09 03:16:39 2017	4	3	6::3	3544.43		1	0	0	1	0	0	0	1	acq	-21	2	2975	4142	
22261	Thu Nov 09 03:16:51 2017	4	4	6::3	3544.43		1	0	0	1	0	0	0	1	acq	-20	1	2394	3801	
22261	Thu Nov 09 03:17:03 2017	4	5	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-43	1	1922	3449	
22261	Thu Nov 09 03:17:16 2017	4	6	6::3	3544.43		1	0	0	1	0	0	0	1	acq	-25	2	2301	3468	
22261	Thu Nov 09 03:17:31 2017	4	7	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-38	1	2110	3405	
22261	Thu Nov 09 03:17:43 2017	4	8	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-46	2	2171	3322	
22261	Thu Nov 09 03:20:36 2017	7	1	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-43	1	3639	4958	
22261	Thu Nov 09 03:20:50 2017	7	2	9::3	3544.43		0	1	1	0	0	1	0	0	acq	-29	2	2767	3614	
22261	Thu Nov 09 03:21:04 2017	7	3	6::3	3544.43		1	0	0	1	0	0	0	1	acq	-16	2	2502	3661	
22261	Thu Nov 09 03:21:16 2017	7	4	6::3	3544.43		1	0	0	1	0	0	0	1	acq	0	2	3354	5585	
22261	Thu Nov 09 03:21:30 2017	7	5	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-42	1	2087	3246	
22261	Thu Nov 09 03:21:44 2017	7	6	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-40	2	2913	5192	
22261	Thu Nov 09 03:21:59 2017	7	7	6::3	3544.43		1	0	0	1	0	0	0	1	acq	0	2	4127	5398	
22261	Thu Nov 09 03:22:13 2017	7	8	6::3	3544.43		1	0	0	1	0	0	0	1	acq	0	2	2755	3754	
22261	Thu Nov 09 03:24:18 2017	10	1	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-7	2	3376	4367	
22261	Thu Nov 09 03:24:30 2017	10	2	6::3	3544.43		1	0	0	1	0	0	0	1	acq	7	1	4453	6036	
22261	Thu Nov 09 03:24:44 2017	10	3	6::3	3544.43		1	0	0	1	0	0	0	1	acq	25	1	2609	3824	
22261	Thu Nov 09 03:24:59 2017	10	4	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-15	1	4372	5315	
22261	Thu Nov 09 03:25:12 2017	10	5	6::3	3544.43		1	0	0	1	0	0	0	1	acq	13	2	3314	4593	
22261	Thu Nov 09 03:25:26 2017	10	6	6::3	3544.43		1	0	0	1	0	0	0	1	acq	30	2	3646	5925	
22261	Thu Nov 09 03:25:38 2017	10	7	6::3	3544.43		0	1	1	0	0	1	0	0	acq	0	1	3475	5802	
22261	Thu Nov 09 03:25:53 2017	10	8	6::3	3544.43		0	1	1	0	0	1	0	0	acq	-5	1	5995	9666	
22261	Thu Nov 09 03:27:22 2017	13	1	6::3	3544.43		0	1	1	0	0	0	0	0	test	-48	1	4912	5919	
22261	Thu Nov 09 03:27:35 2017	13	2	6::3	3544.43		1	0	0	1	0	0	0	1	test	6	2	3207	4118	
22261	Thu Nov 09 03:27:49 2017	13	3	6::3	3544.43		1	0	0	1	0	0	0	0	test	-40	2	3130	3993	
22261	Thu Nov 09 03:28:02 2017	13	4	6::3	3544.43		0	1	1	0	0	1	0	0	test	-6	1	5128	6647	
22261	Thu Nov 09 03:28:17 2017	13	5	6::3	3544.43		0	1	1	0	0	1	0	0	test	-35	2	4118	5117	
22261	Thu Nov 09 03:28:31 2017	13	6	6::3	3544.43		1	0	0	1	0	0	1	0	test	10	2	2599	3518	
22261	Thu Nov 09 03:28:45 2017	13	7	6::3	3544.43		1	0	0	1	0	0	0	1	test	22	2	2204	3091	
22261	Thu Nov 09 03:28:59 2017	13	8	6::3	3544.43		0	1	1	0	0	1	0	0	test	-31	2	2308	4307	
22261	Thu Nov 09 03:29:13 2017	13	9	6::3	3544.43		1	0	0	1	0	0	0	1	test	28	2	2733	4332	
22261	Thu Nov 09 03:29:26 2017	13	10	12::3	3544.43		1	0	0	1	0	0	1	0	test	22	2	5572	6595	
22261	Thu Nov 09 03:29:40 2017	13	11	6::3	3544.43		0	1	1	0	0	1	0	0	test	-22	1	2591	3678	
22261	Thu Nov 09 03:29:54 2017	13	12	6::3	3544.43		1	0	0	1	0	0	0	1	test	12	2	2053	3068	
22261	Thu Nov 09 03:30:07 2017	13	13	6::3	3544.43		0	1	1	0	0	1	0	0	test	-22	1	3211	4578	
22261	Thu Nov 09 03:30:20 2017	13	14	6::3	3544.43		1	0	0	1	0	0	0	0	test	-45	2	4255	5910	
22261	Thu Nov 09 03:30:34 2017	13	15	6::3	3544.43		0	1	1	0	0	0	1	0	test	-10	1	2724	3987	
22261	Thu Nov 09 03:30:49 2017	13	16	6::3	3544.43		1	0	0	1	0	0	1	0	test	-5	2	3935	4758	
22261	Thu Nov 09 03:31:02 2017	13	17	6::3	3544.43		1	0	0	1	0	0	0	1	test	25	2	2592	3831	
22261	Thu Nov 09 03:31:16 2017	13	18	6::3	3544.43		0	1	1	0	0	1	0	0	test	-18	1	5157	6364	
22261	Thu Nov 09 03:31:30 2017	13	19	6::3	3544.43		0	1	1	0	0	0	1	0	test	6	1	3148	4803	
22261	Thu Nov 09 03:31:44 2017	13	20	6::3	3544.43		1	0	0	1	0	0	0	1	test	31	2	2086	3437	
22261	Thu Nov 09 03:31:56 2017	13	21	6::3	3544.43		0	1	1	0	0	0	1	0	test	0	1	4510	6517	
22261	Thu Nov 09 03:32:09 2017	13	22	6::3	3544.43		1	0	0	1	0	0	0	0	test	-45	2	3272	4310	
22261	Thu Nov 09 03:32:22 2017	13	23	6::3	3544.43		1	0	0	1	0	0	1	0	test	10	2	3997	4764	
22261	Thu Nov 09 03:32:34 2017	13	24	6::3	3544.43		0	1	1	0	0	0	0	0	test	-45	1	2283	3242	
22261	Thu Nov 09 03:32:49 2017	13	25	6::3	3544.43		1	0	0	1	0	0	0	1	test	6	2	4628	5643	
22261	Thu Nov 09 03:33:01 2017	13	26	6::3	3544.43		1	0	0	1	0	0	0	1	test	0	2	2935	4438	
22261	Thu Nov 09 03:33:15 2017	13	27	6::3	3544.43		0	1	1	0	0	0	1	0	test	-15	1	3052	4771	
22261	Thu Nov 09 03:33:27 2017	13	28	6::3	3544.43		0	1	1	0	0	1	0	0	test	-34	1	2860	3795	
22261	Thu Nov 09 03:33:42 2017	13	29	6::3	3544.43		1	0	0	1	0	0	0	1	test	-4	2	3924	4843	
22261	Thu Nov 09 03:33:55 2017	13	30	6::3	3544.43		0	1	1	0	0	1	0	0	test	-37	1	2605	3860	
22261	Thu Nov 09 03:34:08 2017	13	31	6::3	3544.43		0	1	1	0	0	0	0	0	test	-44	1	4525	5412	
22261	Thu Nov 09 03:34:21 2017	13	32	6::3	3544.43		1	0	0	1	0	0	0	1	test	-5	2	2237	3140	
22261	Thu Nov 09 03:34:33 2017	13	33	9::3	3544.43		0	1	1	0	0	1	0	0	test	-34	1	4219	5730	
22261	Thu Nov 09 03:34:48 2017	13	34	6::3	3544.43		0	1	1	0	0	0	1	0	test	-5	2	4477	5244	
22261	Thu Nov 09 03:35:01 2017	13	35	9::3	3544.43		1	0	0	1	0	0	1	0	test	5	1	4927	6310	
22261	Thu Nov 09 03:35:14 2017	13	36	6::3	3544.43		0	1	1	0	0	1	0	0	test	-9	2	3343	4798	
22261	Thu Nov 09 03:36:58 2017	16	1	6::3	3544.43		1	0	0	1	0	0	0	1	test	0	2	3760	5487	
22261	Thu Nov 09 03:37:11 2017	16	2	6::3	3544.43		1	0	0	1	0	0	0	1	test	12	2	2251	3194	
22261	Thu Nov 09 03:37:26 2017	16	3	6::3	3544.43		0	1	1	0	0	0	1	0	test	0	2	3188	4347	
22261	Thu Nov 09 03:37:40 2017	16	4	6::3	3544.43		1	0	0	1	0	0	0	1	test	0	2	4429	5260	
22261	Thu Nov 09 03:37:53 2017	16	5	6::3	3544.43		1	0	0	1	0	0	1	0	test	-4	2	2467	3978	
22261	Thu Nov 09 03:38:07 2017	16	6	6::3	3544.43		0	1	1	0	0	0	1	0	test	-18	2	4403	6114	
22261	Thu Nov 09 03:38:20 2017	16	7	6::3	3544.43		1	0	0	1	0	0	0	0	test	-39	2	2648	3495	
22261	Thu Nov 09 03:38:33 2017	16	8	6::3	3544.43		0	1	1	0	0	1	0	0	test	-23	1	3146	4112	
22261	Thu Nov 09 03:38:47 2017	16	9	6::3	3544.43		0	1	1	0	0	0	0	0	test	-49	1	2267	4250	
22261	Thu Nov 09 03:39:01 2017	16	10	6::3	3544.43		1	0	0	1	0	0	0	1	test	-10	2	2907	3722	
22261	Thu Nov 09 03:39:14 2017	16	11	6::3	3544.43		1	0	0	1	0	0	0	1	test	-9	2	2463	3438	
22261	Thu Nov 09 03:39:28 2017	16	12	6::3	3544.43		0	1	1	0	0	0	0	0	test	-45	1	1872	3504	
22261	Thu Nov 09 03:39:42 2017	16	13	6::3	3544.43		0	1	1	0	0	1	0	0	test	-40	1	5335	6998	
22261	Thu Nov 09 03:39:56 2017	16	14	6::3	3544.43		1	0	0	1	0	0	1	0	test	-3	2	4334	5333	
22261	Thu Nov 09 03:40:11 2017	16	15	9::3	3544.43		0	1	1	0	0	1	0	0	test	-42	1	3983	5014	
22261	Thu Nov 09 03:40:24 2017	16	16	6::3	3544.43		0	1	1	0	0	0	1	0	test	-2	2	3969	5072	
22261	Thu Nov 09 03:40:37 2017	16	17	6::3	3544.43		1	0	0	1	0	0	1	0	test	-1	2	2402	3305	
22261	Thu Nov 09 03:40:51 2017	16	18	6::3	3544.43		0	1	1	0	0	1	0	0	test	-39	1	2442	3857	
22261	Thu Nov 09 03:41:05 2017	16	19	6::3	3544.43		1	0	0	1	0	0	0	1	test	1	2	3731	5905	
22261	Thu Nov 09 03:41:17 2017	16	20	9::3	3544.43		1	0	0	1	0	0	1	0	test	8	2	2663	3742	
22261	Thu Nov 09 03:41:32 2017	16	21	6::3	3544.43		0	1	1	0	0	0	1	0	test	-12	1	3731	4690	
22261	Thu Nov 09 03:41:44 2017	16	22	6::3	3544.43		1	0	0	1	0	0	1	0	test	-12	2	2702	3749	
22261	Thu Nov 09 03:41:58 2017	16	23	24::3	3544.43		0	1	1	0	0	1	0	0	test	-36	1	4094	5301	
22261	Thu Nov 09 03:42:12 2017	16	24	6::3	3544.43		0	1	1	0	0	0	0	0	test	-44	1	3978	5345	
22261	Thu Nov 09 03:42:27 2017	16	25	6::3	3544.43		1	0	0	1	0	0	0	0	test	-49	2	2287	3222	
